weekday,cam,hour,count
0,517,16,285
0,517,17,319
0,517,18,364
0,517,19,330
0,517,20,357
0,517,21,94
0,517,22,76
0,517,23,65
0,519,0,90
0,519,1,87
0,519,2,100
0,519,3,114
0,519,4,100
0,519,5,134
0,519,6,253
0,519,7,346
0,519,8,451
0,519,9,470
0,519,10,546
0,519,11,532
0,519,12,523
0,519,13,509
0,519,14,404
0,519,15,414
0,519,16,453
0,519,17,557
0,519,18,685
0,519,19,523
0,519,20,412
0,519,21,177
0,519,22,128
0,519,23,110
0,523,0,341
0,523,1,198
0,523,2,136
0,523,3,122
0,523,4,134
0,523,5,218
0,523,6,362
0,523,7,591
0,523,8,749
0,523,9,1041
0,523,10,1098
0,523,11,1152
0,523,12,1368
0,523,13,1590
0,523,14,1442
0,523,15,1386
0,523,16,1327
0,523,17,1377
0,523,18,1470
0,523,19,1440
0,523,20,1277
0,523,21,707
0,523,22,681
0,523,23,511
0,528,0,79
0,528,1,80
0,528,2,79
0,528,3,66
0,528,4,84
0,528,5,126
0,528,6,270
0,528,7,349
0,528,8,476
0,528,9,385
0,528,10,426
0,528,11,567
0,528,12,716
0,528,13,830
0,528,14,593
0,528,15,590
0,528,16,694
0,528,17,810
0,528,18,656
0,528,19,504
0,528,20,274
0,528,21,159
0,528,22,145
0,528,23,144
0,531,0,90
0,531,1,68
0,531,2,40
0,531,3,24
0,531,4,38
0,531,5,91
0,531,6,134
0,531,7,206
0,531,8,258
0,531,9,251
0,531,10,394
0,531,11,466
0,531,12,437
0,531,13,571
0,531,14,602
0,531,15,587
0,531,16,622
0,531,17,710
0,531,18,669
0,531,19,495
0,531,20,382
0,531,21,209
0,531,22,176
0,531,23,162
0,535,0,625
0,535,1,350
0,535,2,264
0,535,3,124
0,535,4,87
0,535,5,105
0,535,6,163
0,535,7,268
0,535,8,460
0,535,9,791
0,535,10,1139
0,535,11,1534
0,535,12,1941
0,535,13,2160
0,535,14,2307
0,535,15,2391
0,535,16,2753
0,535,17,2712
0,535,18,2410
0,535,19,1841
0,535,20,1771
0,535,21,1073
0,535,22,892
0,535,23,687
0,542,0,214
0,542,1,168
0,542,2,105
0,542,3,90
0,542,4,70
0,542,5,150
0,542,6,203
0,542,7,320
0,542,8,471
0,542,9,557
0,542,10,684
0,542,11,679
0,542,12,804
0,542,13,813
0,542,14,842
0,542,15,724
0,542,16,822
0,542,17,909
0,542,18,808
0,542,19,671
0,542,20,589
0,542,21,402
0,542,22,329
0,542,23,261
0,544,0,105
0,544,1,99
0,544,2,63
0,544,3,48
0,544,4,53
0,544,5,98
0,544,6,210
0,544,7,241
0,544,8,254
0,544,9,164
0,544,10,169
0,544,11,264
0,544,12,278
0,544,13,307
0,544,14,294
0,544,15,245
0,544,16,204
0,544,17,288
0,544,18,276
0,544,19,221
0,544,20,269
0,544,21,166
0,544,22,139
0,544,23,139
0,545,0,165
0,545,1,146
0,545,2,129
0,545,3,147
0,545,4,134
0,545,5,140
0,545,6,117
0,545,7,177
0,545,8,221
0,545,9,321
0,545,10,339
0,545,11,355
0,545,12,392
0,545,13,414
0,545,14,459
0,545,15,357
0,545,16,301
0,545,17,350
0,545,18,325
0,545,19,323
0,545,20,318
0,545,21,258
0,545,22,201
0,545,23,162
0,547,0,77
0,547,1,61
0,547,2,53
0,547,3,56
0,547,4,57
0,547,5,72
0,547,6,51
0,547,7,28
0,547,8,49
0,547,9,51
0,547,10,78
0,547,11,113
0,547,12,83
0,547,13,66
0,547,14,72
0,547,15,82
0,547,16,48
0,547,17,53
0,547,18,71
0,547,19,44
0,547,20,44
0,547,21,78
0,547,22,93
0,547,23,61
0,548,0,94
0,548,1,88
0,548,2,105
0,548,3,74
0,548,4,74
0,548,5,159
0,548,6,129
0,548,7,47
0,548,8,76
0,548,9,110
0,548,10,110
0,548,11,144
0,548,12,178
0,548,13,264
0,548,14,324
0,548,15,315
0,548,16,261
0,548,17,324
0,548,18,308
0,548,19,276
0,548,20,253
0,548,21,157
0,548,22,140
0,548,23,118
0,550,0,4
0,550,1,7
0,550,2,9
0,550,3,4
0,550,4,2
0,550,5,42
0,550,6,46
0,550,7,51
0,550,8,111
0,550,9,178
0,550,10,179
0,550,11,188
0,550,12,221
0,550,13,254
0,550,14,229
0,550,15,202
0,550,16,221
0,550,17,200
0,550,18,242
0,550,19,213
0,550,20,139
0,550,21,16
0,550,22,10
0,550,23,9
0,551,0,136
0,551,1,136
0,551,2,98
0,551,3,79
0,551,4,37
0,551,5,36
0,551,6,61
0,551,7,99
0,551,8,150
0,551,9,181
0,551,10,246
0,551,11,287
0,551,12,268
0,551,13,320
0,551,14,257
0,551,15,250
0,551,16,277
0,551,17,327
0,551,18,300
0,551,19,261
0,551,20,220
0,551,21,93
0,551,22,94
0,551,23,87
0,552,0,133
0,552,1,133
0,552,2,146
0,552,3,127
0,552,4,115
0,552,5,131
0,552,6,138
0,552,7,136
0,552,8,208
0,552,9,228
0,552,10,251
0,552,11,331
0,552,12,273
0,552,13,322
0,552,14,247
0,552,15,263
0,552,16,306
0,552,17,314
0,552,18,293
0,552,19,321
0,552,20,243
0,552,21,144
0,552,22,146
0,552,23,128
0,715,0,103
0,715,1,105
0,715,2,66
0,715,3,69
0,715,4,52
0,715,5,108
0,715,6,26
0,715,7,17
0,715,8,8
0,715,9,19
0,715,10,10
0,715,11,24
0,715,12,42
0,715,13,38
0,715,14,40
0,715,15,45
0,715,16,32
0,715,17,43
0,715,18,34
0,715,19,32
0,715,20,86
0,715,21,111
0,715,22,91
0,715,23,105
0,716,0,51
0,716,1,28
0,716,2,26
0,716,3,27
0,716,4,16
0,716,5,31
0,716,6,26
0,716,7,53
0,716,8,65
0,716,9,114
0,716,10,145
0,716,11,178
0,716,12,198
0,716,13,181
0,716,14,172
0,716,15,210
0,716,16,150
0,716,17,125
0,716,18,142
0,716,19,162
0,716,20,155
0,716,21,89
0,716,22,59
0,716,23,48
0,717,0,372
0,717,1,277
0,717,2,208
0,717,3,181
0,717,4,155
0,717,5,96
0,717,6,92
0,717,7,140
0,717,8,174
0,717,9,347
0,717,10,403
0,717,11,516
0,717,12,649
0,717,13,747
0,717,14,777
0,717,15,669
0,717,16,790
0,717,17,925
0,717,18,879
0,717,19,735
0,717,20,732
0,717,21,527
0,717,22,445
0,717,23,379
0,722,0,335
0,722,1,260
0,722,2,161
0,722,3,116
0,722,4,91
0,722,5,86
0,722,6,131
0,722,7,253
0,722,8,469
0,722,9,604
0,722,10,685
0,722,11,779
0,722,12,964
0,722,13,1135
0,722,14,1280
0,722,15,1271
0,722,16,1235
0,722,17,1444
0,722,18,1475
0,722,19,1099
0,722,20,1043
0,722,21,588
0,722,22,380
0,722,23,303
0,725,0,175
0,725,1,140
0,725,2,110
0,725,3,57
0,725,4,56
0,725,5,39
0,725,6,23
0,725,7,52
0,725,8,57
0,725,9,92
0,725,10,100
0,725,11,134
0,725,12,181
0,725,13,214
0,725,14,183
0,725,15,172
0,725,16,212
0,725,17,184
0,725,18,176
0,725,19,159
0,725,20,157
0,725,21,178
0,725,22,159
0,725,23,166
0,789,0,310
0,789,1,230
0,789,2,209
0,789,3,149
0,789,4,121
0,789,5,142
0,789,6,201
0,789,7,291
0,789,8,336
0,789,9,473
0,789,10,606
0,789,11,711
0,789,12,871
0,789,13,902
0,789,14,918
0,789,15,910
0,789,16,913
0,789,17,928
0,789,18,981
0,789,19,855
0,789,20,782
0,789,21,364
0,789,22,379
0,789,23,264
0,790,0,86
0,790,1,66
0,790,2,62
0,790,3,46
0,790,4,48
0,790,5,65
0,790,6,43
0,790,7,63
0,790,8,64
0,790,9,111
0,790,10,162
0,790,11,197
0,790,12,190
0,790,13,203
0,790,14,191
0,790,15,209
0,790,16,187
0,790,17,204
0,790,18,191
0,790,19,97
0,790,20,166
0,790,21,126
0,790,22,100
0,790,23,103
0,791,0,11
0,791,1,8
0,791,2,7
0,791,3,9
0,791,4,7
0,791,5,58
0,791,6,108
0,791,7,116
0,791,8,188
0,791,9,201
0,791,10,195
0,791,11,213
0,791,12,309
0,791,13,302
0,791,14,311
0,791,15,383
0,791,16,301
0,791,17,314
0,791,18,328
0,791,19,182
0,791,20,177
0,791,21,32
0,791,22,24
0,791,23,24
0,794,0,78
0,794,1,85
0,794,2,61
0,794,3,36
0,794,4,21
0,794,5,45
0,794,6,73
0,794,7,116
0,794,8,129
0,794,9,196
0,794,10,253
0,794,11,283
0,794,12,288
0,794,13,340
0,794,14,350
0,794,15,345
0,794,16,368
0,794,17,428
0,794,18,425
0,794,19,366
0,794,20,314
0,794,21,131
0,794,22,112
0,794,23,86
0,827,0,223
0,827,1,203
0,827,2,203
0,827,3,178
0,827,4,180
0,827,5,154
0,827,6,48
0,827,7,88
0,827,8,207
0,827,9,360
0,827,10,337
0,827,11,341
0,827,12,325
0,827,13,242
0,827,14,211
0,827,15,263
0,827,16,266
0,827,17,270
0,827,18,289
0,827,19,264
0,827,20,290
0,827,21,272
0,827,22,280
0,827,23,246
0,828,0,70
0,828,1,73
0,828,2,53
0,828,3,56
0,828,4,38
0,828,5,127
0,828,6,189
0,828,7,195
0,828,8,232
0,828,9,258
0,828,10,291
0,828,11,254
0,828,12,312
0,828,13,325
0,828,14,303
0,828,15,273
0,828,16,263
0,828,17,313
0,828,18,304
0,828,19,255
0,828,20,218
0,828,21,79
0,828,22,94
0,828,23,90
0,838,0,127
0,838,1,110
0,838,2,108
0,838,3,111
0,838,4,76
0,838,5,169
0,838,6,406
0,838,7,631
0,838,8,852
0,838,9,1159
0,838,10,1235
0,838,11,993
0,838,12,1058
0,838,13,1019
0,838,14,980
0,838,15,905
0,838,16,867
0,838,17,1094
0,838,18,1157
0,838,19,794
0,838,20,651
0,838,21,234
0,838,22,206
0,838,23,166
0,845,0,221
0,845,1,181
0,845,2,197
0,845,3,149
0,845,4,105
0,845,5,98
0,845,6,94
0,845,7,103
0,845,8,166
0,845,9,256
0,845,10,374
0,845,11,568
0,845,12,601
0,845,13,518
0,845,14,418
0,845,15,385
0,845,16,455
0,845,17,478
0,845,18,507
0,845,19,432
0,845,20,527
0,845,21,265
0,845,22,253
0,845,23,192
0,846,0,346
0,846,1,242
0,846,2,180
0,846,3,172
0,846,4,106
0,846,5,153
0,846,6,125
0,846,7,143
0,846,8,249
0,846,9,400
0,846,10,498
0,846,11,498
0,846,12,643
0,846,13,684
0,846,14,704
0,846,15,684
0,846,16,599
0,846,17,741
0,846,18,855
0,846,19,806
0,846,20,623
0,846,21,276
0,846,22,303
0,846,23,271
0,869,0,52
0,869,1,21
0,869,2,76
0,869,3,79
0,869,4,82
0,869,5,92
0,869,6,97
0,869,7,264
0,869,8,282
0,869,9,392
0,869,10,484
0,869,11,559
0,869,12,621
0,869,13,693
0,869,14,614
0,869,15,561
0,869,16,592
0,869,17,599
0,869,18,715
0,869,19,708
0,869,20,532
0,869,21,128
0,869,22,116
0,869,23,82
0,891,0,509
0,891,1,463
0,891,2,376
0,891,3,328
0,891,4,246
0,891,5,167
0,891,6,265
0,891,7,505
0,891,8,554
0,891,9,801
0,891,10,827
0,891,11,822
0,891,12,1039
0,891,13,1121
0,891,14,975
0,891,15,1036
0,891,16,1091
0,891,17,1100
0,891,18,1023
0,891,19,732
0,891,20,706
0,891,21,484
0,891,22,464
0,891,23,367
0,893,0,8
0,893,1,4
0,893,2,4
0,893,3,3
0,893,4,7
0,893,5,32
0,893,6,27
0,893,7,33
0,893,8,26
0,893,9,22
0,893,10,46
0,893,11,20
0,893,12,12
0,893,13,23
0,893,14,41
0,893,15,64
0,893,16,55
0,893,17,45
0,893,18,22
0,893,19,19
0,893,20,31
0,893,21,2
0,893,22,6
0,893,23,4
0,899,0,2244
0,899,1,1404
0,899,2,929
0,899,3,445
0,899,4,276
0,899,5,325
0,899,6,496
0,899,7,692
0,899,8,997
0,899,9,1127
0,899,10,1902
0,899,11,2094
0,899,12,2583
0,899,13,2453
0,899,14,2623
0,899,15,2975
0,899,16,3701
0,899,17,3532
0,899,18,3302
0,899,19,3110
0,899,20,3232
0,899,21,3118
0,899,22,3093
0,899,23,2952
0,928,0,55
0,928,1,40
0,928,2,54
0,928,3,43
0,928,4,44
0,928,5,35
0,928,6,83
0,928,7,102
0,928,8,91
0,928,9,122
0,928,10,150
0,928,11,174
0,928,12,233
0,928,13,241
0,928,14,215
0,928,15,239
0,928,16,227
0,928,17,281
0,928,18,303
0,928,19,249
0,928,20,158
0,928,21,61
0,928,22,58
0,928,23,70
0,985,0,146
0,985,1,96
0,985,2,72
0,985,3,54
0,985,4,49
0,985,5,84
0,985,6,112
0,985,7,197
0,985,8,341
0,985,9,548
0,985,10,793
0,985,11,975
0,985,12,1053
0,985,13,1326
0,985,14,1182
0,985,15,1100
0,985,16,1124
0,985,17,1002
0,985,18,991
0,985,19,782
0,985,20,565
0,985,21,192
0,985,22,250
0,985,23,172
0,988,0,63
0,988,1,46
0,988,2,57
0,988,3,55
0,988,4,64
0,988,5,38
0,988,6,34
0,988,7,56
0,988,8,55
0,988,9,84
0,988,10,112
0,988,11,186
0,988,12,286
0,988,13,354
0,988,14,335
0,988,15,369
0,988,16,322
0,988,17,346
0,988,18,436
0,988,19,260
0,988,20,221
0,988,21,70
0,988,22,65
0,988,23,62
0,1028,0,215
0,1028,1,129
0,1028,2,121
0,1028,3,94
0,1028,4,73
0,1028,5,90
0,1028,6,113
0,1028,7,172
0,1028,8,266
0,1028,9,400
0,1028,10,506
0,1028,11,576
0,1028,12,656
0,1028,13,662
0,1028,14,688
0,1028,15,696
0,1028,16,510
0,1028,17,512
0,1028,18,534
0,1028,19,536
0,1028,20,490
0,1028,21,353
0,1028,22,330
0,1028,23,261
1,163,0,72
1,163,1,42
1,163,2,19
1,163,3,16
1,163,4,15
1,163,5,377
1,163,6,1278
1,163,7,2510
1,163,8,4101
1,163,9,3758
1,163,10,3219
1,163,11,3695
1,163,12,4790
1,163,13,5011
1,163,14,5237
1,163,15,5165
1,163,16,5100
1,163,17,5308
1,163,18,4582
1,163,19,3467
1,163,20,2325
1,163,21,406
1,163,22,217
1,163,23,90
1,165,0,215
1,165,1,249
1,165,2,195
1,165,3,182
1,165,4,180
1,165,5,496
1,165,6,999
1,165,7,1082
1,165,8,1270
1,165,9,1191
1,165,10,883
1,165,11,634
1,165,12,703
1,165,13,872
1,165,14,705
1,165,15,844
1,165,16,948
1,165,17,1023
1,165,18,1142
1,165,19,808
1,165,20,783
1,165,21,461
1,165,22,382
1,165,23,290
1,166,0,172
1,166,1,107
1,166,2,77
1,166,3,72
1,166,4,80
1,166,5,117
1,166,6,319
1,166,7,396
1,166,8,540
1,166,9,556
1,166,10,506
1,166,11,557
1,166,12,631
1,166,13,684
1,166,14,717
1,166,15,1013
1,166,16,1127
1,166,17,956
1,166,18,732
1,166,19,669
1,166,20,643
1,166,21,295
1,166,22,267
1,166,23,204
1,168,0,385
1,168,1,212
1,168,2,158
1,168,3,71
1,168,4,163
1,168,5,568
1,168,6,1091
1,168,7,1652
1,168,8,2753
1,168,9,2854
1,168,10,2506
1,168,11,2667
1,168,12,3719
1,168,13,3905
1,168,14,3641
1,168,15,3583
1,168,16,3939
1,168,17,4743
1,168,18,4712
1,168,19,4564
1,168,20,4240
1,168,21,1015
1,168,22,928
1,168,23,586
1,169,0,338
1,169,1,112
1,169,2,104
1,169,3,48
1,169,4,75
1,169,5,365
1,169,6,1216
1,169,7,2775
1,169,8,4592
1,169,9,4588
1,169,10,4090
1,169,11,3965
1,169,12,4805
1,169,13,5056
1,169,14,4656
1,169,15,4755
1,169,16,5217
1,169,17,5665
1,169,18,5418
1,169,19,4512
1,169,20,3532
1,169,21,1479
1,169,22,1239
1,169,23,857
1,170,0,1266
1,170,1,777
1,170,2,555
1,170,3,462
1,170,4,444
1,170,5,773
1,170,6,1865
1,170,7,3646
1,170,8,6142
1,170,9,5469
1,170,10,4839
1,170,11,4685
1,170,12,5821
1,170,13,5991
1,170,14,6664
1,170,15,7340
1,170,16,7017
1,170,17,7696
1,170,18,7596
1,170,19,6012
1,170,20,5398
1,170,21,3581
1,170,22,3066
1,170,23,2108
1,171,0,415
1,171,1,309
1,171,2,229
1,171,3,300
1,171,4,312
1,171,5,844
1,171,6,1791
1,171,7,2896
1,171,8,4204
1,171,9,4073
1,171,10,3556
1,171,11,3544
1,171,12,4534
1,171,13,4824
1,171,14,4580
1,171,15,4571
1,171,16,4514
1,171,17,5381
1,171,18,5155
1,171,19,4010
1,171,20,2865
1,171,21,1212
1,171,22,984
1,171,23,798
1,172,0,167
1,172,1,97
1,172,2,79
1,172,3,69
1,172,4,71
1,172,5,175
1,172,6,283
1,172,7,382
1,172,8,649
1,172,9,973
1,172,10,991
1,172,11,986
1,172,12,1220
1,172,13,1416
1,172,14,1435
1,172,15,1402
1,172,16,1321
1,172,17,1327
1,172,18,1708
1,172,19,1618
1,172,20,1753
1,172,21,641
1,172,22,422
1,172,23,315
1,173,0,576
1,173,1,348
1,173,2,297
1,173,3,334
1,173,4,322
1,173,5,566
1,173,6,1285
1,173,7,2046
1,173,8,2288
1,173,9,2387
1,173,10,2112
1,173,11,2070
1,173,12,2119
1,173,13,2458
1,173,14,2755
1,173,15,2893
1,173,16,2952
1,173,17,3158
1,173,18,2947
1,173,19,2214
1,173,20,2298
1,173,21,975
1,173,22,773
1,173,23,648
1,175,0,22
1,175,1,17
1,175,2,13
1,175,3,13
1,175,4,23
1,175,5,299
1,175,6,642
1,175,7,925
1,175,8,1363
1,175,9,1730
1,175,10,1929
1,175,11,2190
1,175,12,2029
1,175,13,2077
1,175,14,2006
1,175,15,1888
1,175,16,1858
1,175,17,2113
1,175,18,2237
1,175,19,1966
1,175,20,1685
1,175,21,95
1,175,22,59
1,175,23,57
1,176,0,157
1,176,1,156
1,176,2,169
1,176,3,144
1,176,4,147
1,176,5,199
1,176,6,639
1,176,7,853
1,176,8,948
1,176,9,836
1,176,10,672
1,176,11,653
1,176,12,553
1,176,13,714
1,176,14,704
1,176,15,803
1,176,16,921
1,176,17,915
1,176,18,751
1,176,19,572
1,176,20,487
1,176,21,248
1,176,22,215
1,176,23,189
1,179,0,674
1,179,1,524
1,179,2,431
1,179,3,439
1,179,4,503
1,179,5,823
1,179,6,1223
1,179,7,1563
1,179,8,2409
1,179,9,2745
1,179,10,2428
1,179,11,2960
1,179,12,3567
1,179,13,3847
1,179,14,3795
1,179,15,3879
1,179,16,3850
1,179,17,4203
1,179,18,4242
1,179,19,3325
1,179,20,3000
1,179,21,1948
1,179,22,1633
1,179,23,1125
1,180,0,863
1,180,1,502
1,180,2,363
1,180,3,267
1,180,4,315
1,180,5,1078
1,180,6,2822
1,180,7,4117
1,180,8,4863
1,180,9,4217
1,180,10,4036
1,180,11,4318
1,180,12,5287
1,180,13,5432
1,180,14,5138
1,180,15,5464
1,180,16,5243
1,180,17,5479
1,180,18,5176
1,180,19,4001
1,180,20,3314
1,180,21,1768
1,180,22,1744
1,180,23,1242
1,181,0,2769
1,181,1,1880
1,181,2,887
1,181,3,655
1,181,4,747
1,181,5,1394
1,181,6,2975
1,181,7,5036
1,181,8,5853
1,181,9,6895
1,181,10,5014
1,181,11,5307
1,181,12,6418
1,181,13,6682
1,181,14,6851
1,181,15,7001
1,181,16,6631
1,181,17,6294
1,181,18,6162
1,181,19,5406
1,181,20,4402
1,181,21,2794
1,181,22,3023
1,181,23,3339
1,182,0,85
1,182,1,74
1,182,2,83
1,182,3,54
1,182,4,62
1,182,5,116
1,182,6,177
1,182,7,260
1,182,8,315
1,182,9,254
1,182,10,212
1,182,11,241
1,182,12,307
1,182,13,261
1,182,14,400
1,182,15,406
1,182,16,310
1,182,17,370
1,182,18,351
1,182,19,271
1,182,20,223
1,182,21,112
1,182,22,92
1,182,23,87
1,187,0,513
1,187,1,449
1,187,2,321
1,187,3,188
1,187,4,203
1,187,5,241
1,187,6,681
1,187,7,1577
1,187,8,2523
1,187,9,2893
1,187,10,2986
1,187,11,3213
1,187,12,3434
1,187,13,3387
1,187,14,3840
1,187,15,3943
1,187,16,3113
1,187,17,2678
1,187,18,2026
1,187,19,1264
1,187,20,798
1,187,21,642
1,187,22,663
1,187,23,506
1,192,0,231
1,192,1,154
1,192,2,135
1,192,3,122
1,192,4,149
1,192,5,271
1,192,6,415
1,192,7,837
1,192,8,1253
1,192,9,1436
1,192,10,1301
1,192,11,1396
1,192,12,1603
1,192,13,1546
1,192,14,1491
1,192,15,1368
1,192,16,1424
1,192,17,1685
1,192,18,1716
1,192,19,1370
1,192,20,1102
1,192,21,549
1,192,22,446
1,192,23,371
1,211,0,139
1,211,1,78
1,211,2,74
1,211,3,124
1,211,4,118
1,211,5,143
1,211,6,142
1,211,7,268
1,211,8,168
1,211,9,205
1,211,10,128
1,211,11,144
1,211,12,163
1,211,13,184
1,211,14,160
1,211,15,194
1,211,16,202
1,211,17,257
1,211,18,256
1,211,19,157
1,211,20,144
1,211,21,217
1,211,22,171
1,211,23,174
1,253,0,98
1,253,1,80
1,253,2,72
1,253,3,72
1,253,4,52
1,253,5,85
1,253,6,170
1,253,7,343
1,253,8,333
1,253,9,215
1,253,10,251
1,253,11,338
1,253,12,328
1,253,13,255
1,253,14,260
1,253,15,250
1,253,16,304
1,253,17,338
1,253,18,427
1,253,19,385
1,253,20,272
1,253,21,88
1,253,22,118
1,253,23,113
1,287,0,142
1,287,1,113
1,287,2,119
1,287,3,108
1,287,4,95
1,287,5,436
1,287,6,671
1,287,7,846
1,287,8,1086
1,287,9,1024
1,287,10,884
1,287,11,1052
1,287,12,1018
1,287,13,1056
1,287,14,1107
1,287,15,1105
1,287,16,1441
1,287,17,1430
1,287,18,1277
1,287,19,911
1,287,20,644
1,287,21,112
1,287,22,83
1,287,23,99
1,292,0,226
1,292,1,183
1,292,2,201
1,292,3,166
1,292,4,185
1,292,5,243
1,292,6,321
1,292,7,283
1,292,8,307
1,292,9,291
1,292,10,187
1,292,11,182
1,292,12,361
1,292,13,522
1,292,14,309
1,292,15,292
1,292,16,328
1,292,17,345
1,292,18,297
1,292,19,406
1,292,20,421
1,292,21,295
1,292,22,381
1,292,23,449
1,326,0,222
1,326,1,189
1,326,2,168
1,326,3,186
1,326,4,167
1,326,5,221
1,326,6,516
1,326,7,830
1,326,8,939
1,326,9,951
1,326,10,989
1,326,11,1027
1,326,12,992
1,326,13,972
1,326,14,1055
1,326,15,1092
1,326,16,994
1,326,17,999
1,326,18,1000
1,326,19,780
1,326,20,787
1,326,21,299
1,326,22,320
1,326,23,298
1,330,0,52
1,330,1,54
1,330,2,33
1,330,3,27
1,330,4,58
1,330,5,179
1,330,6,304
1,330,7,686
1,330,8,1543
1,330,9,1990
1,330,10,1752
1,330,11,2064
1,330,12,2477
1,330,13,2545
1,330,14,2278
1,330,15,2048
1,330,16,1774
1,330,17,1629
1,330,18,1340
1,330,19,1051
1,330,20,936
1,330,21,223
1,330,22,141
1,330,23,133
1,338,0,637
1,338,1,508
1,338,2,494
1,338,3,290
1,338,4,315
1,338,5,352
1,338,6,550
1,338,7,1034
1,338,8,1261
1,338,9,1143
1,338,10,985
1,338,11,1116
1,338,12,2011
1,338,13,2142
1,338,14,1682
1,338,15,1521
1,338,16,1885
1,338,17,2236
1,338,18,1907
1,338,19,1128
1,338,20,1146
1,338,21,721
1,338,22,692
1,338,23,630
1,339,0,237
1,339,1,162
1,339,2,124
1,339,3,139
1,339,4,143
1,339,5,159
1,339,6,472
1,339,7,820
1,339,8,1352
1,339,9,1237
1,339,10,949
1,339,11,1153
1,339,12,2121
1,339,13,2263
1,339,14,1580
1,339,15,1487
1,339,16,1738
1,339,17,2164
1,339,18,1550
1,339,19,1118
1,339,20,948
1,339,21,454
1,339,22,315
1,339,23,280
1,347,0,446
1,347,1,329
1,347,2,261
1,347,3,285
1,347,4,319
1,347,5,808
1,347,6,1816
1,347,7,2926
1,347,8,4075
1,347,9,4040
1,347,10,3569
1,347,11,3563
1,347,12,4499
1,347,13,4743
1,347,14,4589
1,347,15,4592
1,347,16,4457
1,347,17,5322
1,347,18,5043
1,347,19,4182
1,347,20,2810
1,347,21,1118
1,347,22,981
1,347,23,801
1,351,0,369
1,351,1,267
1,351,2,237
1,351,3,222
1,351,4,215
1,351,5,550
1,351,6,1305
1,351,7,2235
1,351,8,3135
1,351,9,3150
1,351,10,2362
1,351,11,2699
1,351,12,3063
1,351,13,3137
1,351,14,3210
1,351,15,3487
1,351,16,3761
1,351,17,4021
1,351,18,3505
1,351,19,2515
1,351,20,1802
1,351,21,753
1,351,22,620
1,351,23,417
1,361,0,270
1,361,1,248
1,361,2,220
1,361,3,232
1,361,4,263
1,361,5,499
1,361,6,1048
1,361,7,2135
1,361,8,2289
1,361,9,2381
1,361,10,2149
1,361,11,2142
1,361,12,2622
1,361,13,2428
1,361,14,2441
1,361,15,2507
1,361,16,2890
1,361,17,2531
1,361,18,2050
1,361,19,1802
1,361,20,1648
1,361,21,580
1,361,22,531
1,361,23,458
1,398,0,411
1,398,1,206
1,398,2,154
1,398,3,115
1,398,4,128
1,398,5,467
1,398,6,1589
1,398,7,2960
1,398,8,4730
1,398,9,4189
1,398,10,2747
1,398,11,2854
1,398,12,4079
1,398,13,4269
1,398,14,3790
1,398,15,3658
1,398,16,4223
1,398,17,4830
1,398,18,4470
1,398,19,3207
1,398,20,2340
1,398,21,1056
1,398,22,890
1,398,23,650
1,399,0,246
1,399,1,169
1,399,2,174
1,399,3,192
1,399,4,194
1,399,5,141
1,399,6,209
1,399,7,473
1,399,8,539
1,399,9,385
1,399,10,394
1,399,11,482
1,399,12,783
1,399,13,805
1,399,14,772
1,399,15,761
1,399,16,666
1,399,17,783
1,399,18,855
1,399,19,679
1,399,20,405
1,399,21,303
1,399,22,304
1,399,23,247
1,400,0,188
1,400,1,195
1,400,2,188
1,400,3,165
1,400,4,178
1,400,5,416
1,400,6,719
1,400,7,661
1,400,8,940
1,400,9,903
1,400,10,716
1,400,11,779
1,400,12,1086
1,400,13,1065
1,400,14,986
1,400,15,937
1,400,16,1261
1,400,17,1533
1,400,18,1413
1,400,19,1007
1,400,20,801
1,400,21,424
1,400,22,350
1,400,23,259
1,403,0,320
1,403,1,240
1,403,2,142
1,403,3,98
1,403,4,126
1,403,5,255
1,403,6,847
1,403,7,1119
1,403,8,1381
1,403,9,1125
1,403,10,934
1,403,11,1078
1,403,12,1585
1,403,13,1661
1,403,14,1717
1,403,15,1790
1,403,16,1766
1,403,17,2011
1,403,18,2083
1,403,19,1674
1,403,20,1676
1,403,21,917
1,403,22,751
1,403,23,533
1,404,0,260
1,404,1,225
1,404,2,207
1,404,3,215
1,404,4,280
1,404,5,496
1,404,6,1005
1,404,7,1207
1,404,8,1593
1,404,9,1593
1,404,10,1422
1,404,11,1412
1,404,12,1715
1,404,13,2087
1,404,14,2006
1,404,15,1851
1,404,16,1873
1,404,17,2032
1,404,18,2159
1,404,19,1729
1,404,20,1258
1,404,21,431
1,404,22,326
1,404,23,275
1,406,0,218
1,406,1,150
1,406,2,73
1,406,3,58
1,406,4,81
1,406,5,170
1,406,6,630
1,406,7,1432
1,406,8,2638
1,406,9,2443
1,406,10,2001
1,406,11,2163
1,406,12,3216
1,406,13,3285
1,406,14,2716
1,406,15,2706
1,406,16,2716
1,406,17,3164
1,406,18,2915
1,406,19,2081
1,406,20,1709
1,406,21,801
1,406,22,736
1,406,23,431
1,407,0,668
1,407,1,643
1,407,2,688
1,407,3,711
1,407,4,683
1,407,5,462
1,407,6,424
1,407,7,521
1,407,8,731
1,407,9,826
1,407,10,881
1,407,11,1106
1,407,12,1280
1,407,13,1185
1,407,14,1314
1,407,15,1110
1,407,16,1072
1,407,17,1116
1,407,18,1078
1,407,19,775
1,407,20,631
1,407,21,552
1,407,22,492
1,407,23,550
1,409,0,264
