date,cam,count
2017-06-29,459,1993
2017-06-29,472,1188
2017-06-29,473,1613
2017-06-29,474,1014
2017-06-29,475,0
2017-06-29,489,6407
2017-06-29,495,3192
2017-06-29,500,5390
2017-06-29,501,7146
2017-06-29,502,1695
2017-06-29,503,3101
2017-06-29,504,4921
2017-06-29,506,4124
2017-06-29,507,1015
2017-06-29,508,2697
2017-06-29,509,5161
2017-06-29,510,2752
2017-06-29,511,4362
2017-06-29,517,1694
2017-06-29,519,1782
2017-06-29,523,3830
2017-06-29,528,4895
2017-06-29,531,3313
2017-06-29,535,8097
2017-06-29,542,4175
2017-06-29,544,923
2017-06-29,545,1728
2017-06-29,547,810
2017-06-29,548,978
2017-06-29,550,2245
2017-06-29,551,2151
2017-06-29,552,1643
2017-06-29,715,334
2017-06-29,716,2955
2017-06-29,717,3293
2017-06-29,722,4855
2017-06-29,725,2495
2017-06-29,789,3727
2017-06-29,790,757
2017-06-29,791,1217
2017-06-29,794,1086
2017-06-29,827,1638
2017-06-29,828,1680
2017-06-29,838,4193
2017-06-29,845,1992
2017-06-29,846,3039
2017-06-29,869,1979
2017-06-29,891,5513
2017-06-29,893,53
2017-06-29,899,11714
2017-06-29,928,1167
2017-06-29,985,4168
2017-06-29,988,990
2017-06-29,1028,2520
2017-06-30,163,5499
2017-06-30,165,1437
2017-06-30,166,389
2017-06-30,168,4999
2017-06-30,169,5969
2017-06-30,170,11565
2017-06-30,171,6653
2017-06-30,172,1224
2017-06-30,173,4002
2017-06-30,175,2172
2017-06-30,176,1251
2017-06-30,179,4846
2017-06-30,180,6889
2017-06-30,181,9225
2017-06-30,182,485
2017-06-30,187,3020
2017-06-30,192,450
2017-06-30,211,357
2017-06-30,253,414
2017-06-30,287,2399
2017-06-30,292,535
2017-06-30,326,1353
2017-06-30,330,2127
2017-06-30,338,2197
2017-06-30,339,2058
2017-06-30,347,6582
2017-06-30,351,4251
2017-06-30,361,2985
2017-06-30,398,5288
2017-06-30,399,891
2017-06-30,400,2427
2017-06-30,403,2499
2017-06-30,404,2482
2017-06-30,406,3435
2017-06-30,407,1609
2017-06-30,409,4505
2017-06-30,410,1270
2017-06-30,412,1867
2017-06-30,413,3158
2017-06-30,414,3034
2017-06-30,415,4709
2017-06-30,416,1682
2017-06-30,419,1586
2017-06-30,420,2769
2017-06-30,421,3424
2017-06-30,426,802
2017-06-30,427,797
2017-06-30,430,1067
2017-06-30,432,2720
2017-06-30,433,2368
2017-06-30,445,4572
2017-06-30,446,644
2017-06-30,452,2919
2017-06-30,459,1963
2017-06-30,472,1211
2017-06-30,473,1454
2017-06-30,474,376
2017-06-30,475,6458
2017-06-30,489,6631
2017-06-30,495,3210
2017-06-30,500,5788
2017-06-30,501,7028
2017-06-30,502,1855
2017-06-30,503,3469
2017-06-30,504,4684
2017-06-30,506,4614
2017-06-30,507,921
2017-06-30,508,2823
2017-06-30,509,5207
2017-06-30,510,2834
